終結日期,性別,裁判結果代碼,有期年月(月份顯示),被告罪名
101,1,B,,傷害罪
101,2,4,,傷害罪
101,1,4,,傷害罪
101,2,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
101,1,B,,傷害罪
102,1,5,,傷害罪
104,1,4,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
102,1,B,,傷害罪
101,1,4,,傷害罪
101,2,5,,傷害罪
101,2,9,,傷害罪
101,1,4,,傷害罪
102,2,B,,傷害罪
102,2,B,,傷害罪
101,1,F,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
103,2,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
102,1,3,3,傷害罪
102,1,3,4,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
101,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
102,1,B,,傷害罪
103,2,9,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
103,1,4,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
102,2,B,,傷害罪
101,1,3,6,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
100,2,B,,傷害罪
101,1,4,,傷害罪
101,1,B,,傷害罪
102,2,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
101,2,B,,傷害罪
101,1,G,,傷害罪
102,1,3,5,傷害罪
100,2,B,,傷害罪
100,1,4,,傷害罪
100,1,F,,傷害罪
102,1,B,,傷害罪
101,1,4,,傷害罪
102,1,B,,傷害罪
101,1,3,4,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
102,2,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
103,2,B,,傷害罪
102,1,B,,傷害罪
101,2,4,,傷害罪
101,1,B,,傷害罪
103,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
103,2,9,,傷害罪
103,1,4,,傷害罪
103,1,B,,傷害罪
102,1,B,,傷害罪
100,2,B,,傷害罪
100,1,4,,傷害罪
101,2,3,3,傷害罪
101,1,B,,傷害罪
101,1,3,4,傷害罪
100,1,9,,傷害罪
103,1,B,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,2,B,,傷害罪
100,2,B,,傷害罪
102,1,4,,傷害罪
103,1,4,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,2,4,,傷害罪
103,1,3,3,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
101,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
101,1,F,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,B,,傷害罪
100,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
101,1,4,,傷害罪
103,1,3,3,傷害罪
103,2,9,,傷害罪
101,1,B,,傷害罪
104,2,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
103,1,B,,傷害罪
104,1,B,,傷害罪
101,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
100,2,B,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
100,2,B,,傷害罪
101,1,B,,傷害罪
100,1,G,,傷害罪
103,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,3,7,傷害罪
104,1,3,8,傷害罪
104,1,B,,傷害罪
103,2,5,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
103,1,B,,傷害罪
103,1,4,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
104,1,4,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,1,3,3,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,3,5,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,2,4,,傷害罪
104,1,4,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
104,1,G,,傷害罪
104,2,G,,傷害罪
104,2,B,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
104,2,3,6,傷害罪
103,2,4,,傷害罪
104,1,4,,傷害罪
104,1,3,3,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,2,5,,傷害罪
104,1,4,,傷害罪
104,1,3,4,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,3,3,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
100,1,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,3,3,傷害罪
101,1,3,3,傷害罪
101,1,4,,傷害罪
104,1,3,3,傷害罪
102,2,4,,傷害罪
104,1,4,,傷害罪
104,1,3,3,傷害罪
104,1,3,5,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
100,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
101,1,3,3,傷害罪
101,1,3,3,傷害罪
103,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
103,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
103,1,4,,傷害罪
100,1,5,,傷害罪
100,1,4,,傷害罪
103,1,4,,傷害罪
101,1,3,3,傷害罪
103,1,4,,傷害罪
103,2,4,,傷害罪
101,1,4,,傷害罪
102,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
103,1,4,,傷害罪
100,1,4,,傷害罪
100,1,3,4,傷害罪
103,1,3,4,傷害罪
101,1,3,4,傷害罪
101,1,4,,傷害罪
102,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
102,1,4,,傷害罪
103,1,4,,傷害罪
101,1,3,4,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
101,1,G,,傷害罪
102,2,4,,傷害罪
103,1,4,,傷害罪
104,1,4,,傷害罪
100,1,4,,傷害罪
101,1,4,,傷害罪
104,1,4,,傷害罪
100,2,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
104,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
101,1,4,,傷害罪
104,1,3,3,傷害罪
103,1,4,,傷害罪
100,1,4,,傷害罪
103,2,5,,傷害罪
102,1,3,2,傷害罪
101,1,3,2,傷害罪
102,1,4,,傷害罪
101,1,4,,傷害罪
104,1,3,4,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
104,1,4,,傷害罪
104,1,3,2,傷害罪
103,1,4,,傷害罪
104,1,4,,傷害罪
104,2,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
100,1,4,,傷害罪
100,1,3,3,傷害罪
104,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,2,4,,傷害罪
102,2,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
103,1,3,4,傷害罪
102,1,4,,傷害罪
104,1,4,,傷害罪
100,1,4,,傷害罪
104,1,4,,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
101,1,4,,傷害罪
104,1,4,,傷害罪
104,1,3,3,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
103,1,4,,傷害罪
103,2,4,,傷害罪
103,1,4,,傷害罪
104,1,4,,傷害罪
100,1,4,,傷害罪
103,1,4,,傷害罪
103,2,4,,傷害罪
102,1,4,,傷害罪
103,2,4,,傷害罪
103,1,3,4,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
104,1,3,3,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
101,1,4,,傷害罪
104,1,4,,傷害罪
101,2,4,,傷害罪
101,2,4,,傷害罪
103,1,4,,傷害罪
101,2,4,,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
104,1,3,3,傷害罪
101,1,4,,傷害罪
103,1,5,,傷害罪
101,1,4,,傷害罪
103,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
102,1,4,,傷害罪
104,1,4,,傷害罪
103,2,4,,傷害罪
103,2,4,,傷害罪
101,1,4,,傷害罪
102,1,4,,傷害罪
104,2,4,,傷害罪
104,1,4,,傷害罪
101,1,3,3,傷害罪
101,1,4,,傷害罪
103,2,4,,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
104,1,3,3,傷害罪
104,1,3,2,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
102,1,4,,傷害罪
103,1,4,,傷害罪
101,2,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,2,4,,傷害罪
104,1,4,,傷害罪
101,1,3,2,傷害罪
101,1,4,,傷害罪
103,1,4,,傷害罪
101,2,4,,傷害罪
100,1,3,3,傷害罪
100,1,3,3,傷害罪
104,1,4,,傷害罪
102,1,4,,傷害罪
101,1,4,,傷害罪
101,1,4,,傷害罪
103,1,4,,傷害罪
104,1,4,,傷害罪
101,1,4,,傷害罪
104,1,4,,傷害罪
104,2,4,,傷害罪
103,1,5,,傷害罪
104,1,4,,傷害罪
103,2,9,,傷害罪
103,1,3,3,妨害自由罪
103,1,3,5,妨害自由罪
103,1,3,10,妨害自由罪
103,1,4,,妨害自由罪
101,1,3,5,妨害自由罪
102,1,3,4,妨害自由罪
101,1,3,6,妨害自由罪
101,1,3,3,妨害自由罪
101,1,3,4,妨害自由罪
104,1,3,3,妨害自由罪
100,1,4,,妨害自由罪
104,1,3,4,妨害自由罪
100,1,3,4,妨害自由罪
104,1,3,2,妨害自由罪
104,1,3,3,妨害自由罪
102,1,4,,妨害自由罪
101,1,3,2,妨害自由罪
101,1,3,4,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,2,4,,妨害自由罪
102,1,4,,妨害自由罪
100,1,4,,妨害自由罪
102,1,3,6,妨害自由罪
102,1,4,,妨害自由罪
101,1,3,2,妨害自由罪
104,1,3,10,妨害自由罪
102,1,3,6,妨害自由罪
104,1,3,2,妨害自由罪
104,1,3,3,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
104,1,3,2,妨害自由罪
100,1,3,3,妨害自由罪
100,1,F,,妨害自由罪
100,1,3,10,妨害自由罪
102,1,3,3,妨害自由罪
102,1,3,8,妨害自由罪
100,1,3,6,妨害自由罪
102,1,3,4,妨害自由罪
102,1,3,7,妨害自由罪
102,1,3,10,妨害自由罪
102,1,3,4,妨害自由罪
102,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,3,4,妨害自由罪
100,1,3,4,妨害自由罪
100,1,E,,妨害自由罪
101,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,B,,妨害自由罪
100,1,9,,妨害自由罪
101,1,4,,妨害自由罪
104,1,A,,妨害自由罪
103,1,9,,妨害自由罪
103,1,4,,妨害自由罪
104,2,9,,妨害自由罪
104,1,4,,妨害自由罪
101,1,3,3,妨害自由罪
104,1,5,,妨害自由罪
100,1,4,,妨害自由罪
104,1,3,3,妨害自由罪
102,1,3,2,妨害自由罪
102,1,3,3,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
100,1,3,3,妨害自由罪
104,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
104,1,3,3,妨害自由罪
104,1,3,3,妨害自由罪
102,1,3,3,妨害自由罪
102,2,4,,妨害自由罪
103,1,3,2,妨害自由罪
104,2,4,,妨害自由罪
104,2,4,,妨害自由罪
103,1,3,3,妨害自由罪
103,1,3,3,妨害自由罪
101,1,3,4,妨害自由罪
102,1,F,,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,3,5,妨害自由罪
104,2,9,,妨害自由罪
100,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,3,4,妨害自由罪
100,1,3,3,妨害自由罪
101,2,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
103,1,4,,妨害自由罪
102,2,4,,妨害自由罪
104,2,4,,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,5,,妨害自由罪
104,1,4,,妨害自由罪
101,1,F,,妨害自由罪
103,1,9,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
103,1,3,3,妨害自由罪
103,1,9,,妨害自由罪
103,1,9,,妨害自由罪
103,1,9,,妨害自由罪
102,1,4,,妨害自由罪
100,1,3,2,妨害自由罪
103,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
102,1,3,5,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,2,4,,妨害自由罪
103,1,4,,妨害自由罪
103,2,4,,妨害自由罪
101,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,4,,妨害自由罪
102,1,3,4,妨害自由罪
103,1,4,,妨害自由罪
103,2,3,2,妨害自由罪
104,1,4,,妨害自由罪
103,1,9,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
102,1,4,,妨害自由罪
100,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
104,1,F,,妨害自由罪
101,1,4,,妨害自由罪
102,1,4,,妨害自由罪
103,2,B,,妨害自由罪
102,1,4,,妨害自由罪
101,1,B,,妨害自由罪
101,1,4,,妨害自由罪
100,1,9,,妨害自由罪
104,1,3,5,妨害自由罪
104,1,4,,妨害自由罪
104,1,3,3,妨害自由罪
104,1,B,,妨害自由罪
104,1,3,2,妨害自由罪
102,2,9,,妨害自由罪
101,1,4,,妨害自由罪
104,2,5,,妨害自由罪
104,2,5,,妨害自由罪
104,1,3,3,妨害自由罪
100,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
101,1,F,,妨害自由罪
103,2,9,,妨害自由罪
102,1,3,3,妨害自由罪
103,1,4,,妨害自由罪
103,1,3,3,妨害自由罪
103,1,3,4,妨害自由罪
101,1,4,,妨害自由罪
102,2,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,3,6,妨害自由罪
100,1,4,,妨害自由罪
103,1,3,6,妨害自由罪
101,1,4,,妨害自由罪
102,1,B,,妨害自由罪
102,1,4,,妨害自由罪
101,1,4,,妨害自由罪
100,1,3,3,妨害自由罪
103,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,9,,妨害自由罪
102,2,4,,妨害自由罪
103,1,9,,妨害自由罪
100,1,3,3,妨害自由罪
101,2,3,3,妨害自由罪
103,1,5,,妨害自由罪
103,1,4,,妨害自由罪
102,1,4,,妨害自由罪
100,2,4,,妨害自由罪
102,2,3,2,妨害自由罪
102,1,B,,妨害自由罪
101,1,3,4,妨害自由罪
101,1,9,,妨害自由罪
100,1,4,,妨害自由罪
102,1,3,2,妨害自由罪
100,1,3,4,妨害自由罪
102,1,B,,妨害自由罪
103,1,3,7,妨害自由罪
102,1,3,5,妨害自由罪
102,1,3,3,妨害自由罪
101,1,3,7,妨害自由罪
104,1,3,5,妨害自由罪
102,1,3,5,妨害自由罪
102,1,4,,妨害自由罪
103,1,3,4,妨害自由罪
103,1,B,,妨害自由罪
103,2,B,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,2,4,,妨害自由罪
104,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,2,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,3,2,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,5,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
102,1,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,3,3,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
102,2,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
104,1,3,3,妨害自由罪
103,1,4,,妨害自由罪
104,2,4,,妨害自由罪
104,1,3,3,妨害自由罪
101,1,4,,妨害自由罪
101,1,3,3,妨害自由罪
101,1,3,3,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,4,,妨害自由罪
100,1,3,2,妨害自由罪
102,1,4,,妨害自由罪
103,1,3,4,妨害自由罪
102,1,3,3,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,3,2,妨害自由罪
101,1,3,4,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,3,2,妨害自由罪
102,1,3,4,妨害自由罪
102,1,3,5,妨害自由罪
103,1,4,,妨害自由罪
104,1,3,3,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
103,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
104,1,4,,妨害自由罪
101,1,4,,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
101,1,4,,妨害自由罪
104,1,4,,妨害自由罪
103,1,4,,妨害自由罪
103,1,4,,妨害自由罪
104,1,4,,妨害自由罪
102,1,3,3,妨害自由罪
104,1,3,2,妨害自由罪
101,2,3,2,妨害自由罪
101,1,4,,妨害自由罪
104,1,3,3,妨害自由罪
104,1,4,,妨害自由罪
100,1,4,,妨害自由罪
101,1,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,3,2,妨害自由罪
104,1,4,,妨害自由罪
103,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,4,,妨害自由罪
103,1,4,,妨害自由罪
101,1,3,4,妨害自由罪
102,1,3,2,妨害自由罪
102,1,3,3,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
103,2,4,,妨害自由罪
101,2,4,,妨害自由罪
103,1,4,,妨害自由罪
100,2,4,,妨害自由罪
100,1,4,,妨害自由罪
102,1,4,,妨害自由罪
101,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,4,,妨害自由罪
101,1,4,,妨害自由罪
101,1,4,,妨害自由罪
100,1,3,4,妨害自由罪
102,1,4,,妨害自由罪
103,1,3,3,妨害自由罪
103,1,4,,妨害自由罪
100,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,2,4,,妨害自由罪
104,1,4,,妨害自由罪
103,1,4,,妨害自由罪
102,1,4,,妨害自由罪
100,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
104,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
102,1,4,,妨害自由罪
104,1,G,,妨害自由罪
104,1,4,,妨害自由罪
101,2,4,,妨害自由罪
104,1,4,,妨害自由罪
104,1,4,,妨害自由罪
104,2,4,,妨害自由罪
103,1,4,,妨害自由罪
100,1,4,,妨害自由罪
100,1,4,,妨害自由罪
101,1,3,3,妨害自由罪
103,2,3,2,妨害自由罪
100,1,B,,妨害名譽及信用罪
104,2,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
102,1,B,,妨害名譽及信用罪
103,2,4,,妨害名譽及信用罪
104,2,9,,妨害名譽及信用罪
101,1,B,,妨害名譽及信用罪
101,2,B,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
104,2,4,,妨害名譽及信用罪
100,1,4,,妨害名譽及信用罪
100,1,9,,妨害名譽及信用罪
103,1,4,,妨害名譽及信用罪
103,2,5,,妨害名譽及信用罪
103,2,5,,妨害名譽及信用罪
104,1,4,,妨害名譽及信用罪
101,1,B,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
103,1,4,,妨害名譽及信用罪
100,1,B,,妨害名譽及信用罪
103,1,4,,妨害名譽及信用罪
102,2,4,,妨害名譽及信用罪
104,2,4,,妨害名譽及信用罪
103,1,B,,妨害名譽及信用罪
104,2,4,,妨害名譽及信用罪
100,1,4,,妨害名譽及信用罪
103,1,B,,妨害名譽及信用罪
104,1,4,,妨害名譽及信用罪
103,1,9,,妨害名譽及信用罪
103,1,4,,妨害名譽及信用罪
100,1,4,,妨害名譽及信用罪
100,2,4,,妨害名譽及信用罪
101,2,B,,妨害名譽及信用罪
100,1,B,,妨害名譽及信用罪
103,2,4,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
101,1,5,,妨害名譽及信用罪
102,2,5,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
100,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
103,1,5,,妨害名譽及信用罪
101,1,B,,妨害名譽及信用罪
103,2,4,,妨害名譽及信用罪
103,2,9,,妨害名譽及信用罪
104,1,9,,妨害名譽及信用罪
104,1,9,,妨害名譽及信用罪
101,1,B,,妨害名譽及信用罪
103,2,B,,妨害名譽及信用罪
103,2,B,,妨害名譽及信用罪
102,1,B,,妨害名譽及信用罪
103,1,3,5,妨害名譽及信用罪
101,1,B,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
100,1,4,,妨害名譽及信用罪
100,1,9,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
101,1,B,,妨害名譽及信用罪
103,1,B,,妨害名譽及信用罪
104,2,B,,妨害名譽及信用罪
104,1,B,,妨害名譽及信用罪
104,1,B,,妨害名譽及信用罪
104,1,5,,妨害名譽及信用罪
104,2,5,,妨害名譽及信用罪
104,2,5,,妨害名譽及信用罪
104,1,4,,妨害名譽及信用罪
104,1,3,3,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
103,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
103,1,4,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
104,1,4,,妨害名譽及信用罪
103,1,5,,妨害名譽及信用罪
101,2,5,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
101,2,4,,妨害名譽及信用罪
101,2,5,,妨害名譽及信用罪
101,1,4,,妨害名譽及信用罪
101,1,5,,妨害名譽及信用罪
103,1,5,,妨害名譽及信用罪
102,1,4,,妨害名譽及信用罪
103,1,3,4,毀棄損壞罪
104,1,B,,毀棄損壞罪
103,1,4,,毀棄損壞罪
102,1,B,,毀棄損壞罪
101,1,B,,毀棄損壞罪
102,2,4,,毀棄損壞罪
102,1,B,,毀棄損壞罪
100,1,4,,毀棄損壞罪
104,1,4,,毀棄損壞罪
103,1,4,,毀棄損壞罪
104,2,4,,毀棄損壞罪
102,1,3,2,毀棄損壞罪
100,2,B,,毀棄損壞罪
103,2,4,,毀棄損壞罪
104,2,3,4,毀棄損壞罪
104,2,4,,毀棄損壞罪
104,1,B,,毀棄損壞罪
101,1,B,,毀棄損壞罪
104,1,3,2,毀棄損壞罪
104,1,B,,毀棄損壞罪
103,1,4,,毀棄損壞罪
100,1,3,2,毀棄損壞罪
100,1,3,3,毀棄損壞罪
101,1,B,,毀棄損壞罪
103,1,4,,毀棄損壞罪
103,1,A,,毀棄損壞罪
101,1,4,,毀棄損壞罪
101,1,4,,毀棄損壞罪
